title_norm,film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
my cousin vinny,My Cousin Vinny,1992.0,120,7.6,107325,52929168,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
omohide poro poro,Omohide poro poro,1991.0,118,7.6,27071,453243,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
delicatessen,Delicatessen,1991.0,99,7.6,80487,1794187,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
home alone,Home Alone,1990.0,103,7.6,488817,285761243,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the godfather part iii,The Godfather: Part III,1990.0,162,7.6,359809,66666062,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
when harry met sally,When Harry Met Sally...,1989.0,95,7.6,195663,92823600,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the little mermaid,The Little Mermaid,1989.0,83,7.6,237696,111543479,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
the naked gun from the files of police squad,The Naked Gun: From the Files of Police Squad!,1988.0,85,7.6,152871,78756177,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
planes trains automobiles,"Planes, Trains & Automobiles",1987.0,93,7.6,124773,49530280,A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lethal weapon,Lethal Weapon,1987.0,109,7.6,236894,65207127,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
blood simple,Blood Simple,1984.0,99,7.6,87745,2150000,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
on golden pond,On Golden Pond,1981.0,109,7.6,27650,119285432,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mad max 2,Mad Max 2,1981.0,96,7.6,166588,12465371,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
the warriors,The Warriors,1979.0,92,7.6,93878,22490039,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the muppet movie,The Muppet Movie,1979.0,95,7.6,32802,76657000,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
escape from alcatraz,Escape from Alcatraz,1979.0,112,7.6,121731,43000000,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
midnight express,Midnight Express,1978.0,121,7.6,73662,35000000,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
close encounters of the third kind,Close Encounters of the Third Kind,1977.0,138,7.6,184966,132088635,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
the long goodbye,The Long Goodbye,1973.0,112,7.6,26337,959000,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder.",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
giu la testa,Giù la testa,1971.0,157,7.6,30144,696690,A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
kelly s heroes,Kelly's Heroes,1970.0,144,7.6,45338,1378435,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
the jungle book,The Jungle Book,1967.0,78,7.6,166409,141843612,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
a hard day s night,A Hard Day's Night,1964.0,87,7.6,40351,13780024,"Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance.",False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
from here to eternity,From Here to Eternity,1953.0,118,7.6,43374,30500000,"In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
