budget,keywords,original_title,popularity,production_companies,production_countries,release_date,revenue,spoken_languages,status,tagline,title,vote_average,vote_count
9000000,"independent film, aspiring singer, singer, los angeles",Undiscovered,2.009597,"Lakeshore Entertainment, Intermedia Films, Cinerenta Medienbeteiligungs KG","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-26,1046166,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They Know Each Other By Heart.,Undiscovered,4.5,12
9000000,"new york, sex, asylum, controversial, independent film, psychiatrist, treatment, woman director, mental",Veronika Decides to Die,4.799022,"Velvet Steamroller Entertainment, Dash Films, Future Films, Muse Productions, PalmStar Media","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-05-16,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For Veronika, confronting death... is discovering life.",Veronika Decides to Die,5.8,75
0,,"Ultramarines: A Warhammer 40,000 Movie",3.891186,"Good Story Productions, POP6, Codex Pictures","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010-12-10,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,In the grim darkness of the far future there is only war,"Ultramarines: A Warhammer 40,000 Movie",5.2,27
7347125,,Beneath Hill 60,3.949796,"New South Wales Film & Television Office, Pacific Film and Television Commission, Screen Australia, The Silence Productions, Lucky Country Productions","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2010-04-15,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,BENEATH HILL 60 featuring Captain Woodward MC commanding the Australian Hill 60 Tunnelers of World War 1,Beneath Hill 60,7.3,40
8500000,"high school, teenager, popularity, high school student, teen comedy, duringcreditsstinger, girl next door, based on young adult novel",The DUFF,40.28709,"Wonderland Sound and Vision, CBS Films, Vast Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-20,43528634,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"You either know one, you have one, or you are one.",The DUFF,6.8,1322
8500000,"poet, independent film, duringcreditsstinger, woman director",Bright Star,9.230073,"BBC Films, Pathé Renn Productions, UK Film Council, Screen Australia, Australian Film Finance Corporation (AFFC), Hopscotch Productions, Jan Chapman Pictures","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-11-05,4440055,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,First love burns brightest.,Bright Star,6.8,107
12000000,bollywood,My Name Is Khan,14.719886,"Fox Searchlight Pictures, Red Chillies Entertainment, Foxstar","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-12,42345360,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",Released,I am Muslim and i am not a terrorist,My Name Is Khan,7.7,232
8500000,"journalism, underground, tv station, sociopath, home invasion, car chase, tv news, employer employee relationship, ethics, stringer",Nightcrawler,89.095538,"Bold Films, Sierra / Affinity","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-23,38697217,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The city shines brightest at night,Nightcrawler,7.6,3395
8000000,"california, brother sister relationship, wife husband relationship, family's daily life, oscar award, highway, professor for literature, beauty contest, beauty queen contest, road trip, family relationships, family holiday, road movie, woman director, beauty pageant",Little Miss Sunshine,14.793177,"Fox Searchlight Pictures, Bona Fide Productions, Big Beach Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-26,100523181,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A family on the verge of a breakdown,Little Miss Sunshine,7.5,1686
8000000,"painter, father son relationship, therapist, cancer, psychologist, best friend, doctor, patient, vomiting, driver's license, chemotherapy, therapist patient relationship",50/50,33.372828,"Summit Entertainment, Mandate Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-30,39187783,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It takes a pair to beat the odds.,50/50,7.0,1261
0,"blow job, cigarette smoking, illegal drugs, smoking weed, shoes",Kicks,3.467923,"Bystorm Films, Animal Kingdom, Bow and Arrow Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-09-09,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They aren't just shoes,Kicks,7.5,18
6500000,"london england, suicide, england, switzerland, secret identity, new identity, honeymoon, secret mission, secret organization, secret lab, villain, kilt, family history, title of nobility, snow storm, daughter, espionage, killer, british secret service, skiing, alps, aftercreditsstinger",On Her Majesty's Secret Service,25.289665,"United Artists, Eon Productions, Danjaq","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-12-12,81974493,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,6.5,456
8000000,"black people, spelling, spelling bee",Akeelah and the Bee,4.932893,"Lions Gate Films, 2929 Productions, Out of the Blue... Entertainment, Starbucks Entertainment, Cinema Gypsy Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-28,18948425,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Changing the world... one word at a time.,Akeelah and the Bee,6.7,81
8000000,"minnesota, small town, economy, plants, vegetarian, love, rural setting, labor, manufacturing, middle america, rube, ice fishing",New in Town,13.987772,"Lionsgate, Edmonds Entertainment Group (EEG), Epidemic Pictures, The Safran Company, Gold Circle Films","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-30,29010817,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,She's an executive on the move. But her career is taking her a little farther than she expected.,New in Town,5.2,99
8000000,"boston, sheep, friendship, sequel, revenge, ireland",The Boondock Saints II: All Saints Day,13.517017,"Chris Brinker Productions, Stage 6 Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-24,10629321,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Saints Are Calling,The Boondock Saints II: All Saints Day,5.9,261
8000000,"lie, high school, school, teen movie, rumor",Easy A,45.395839,"Screen Gems, Olive Bridge Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-10,74952305,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,6.7,2210
8000000,"single parent, waitress, fountain, friendship, high school, prom, music fan",Prom,11.837067,"Walt Disney Pictures, Rickshaw Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-29,10130000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"There are hundreds of nights in high school, but there’s only one prom.",Prom,5.7,134
8000000,"suicide, depression, independent film, coming of age, teen movie, teenager, psychiatric ward, woman director, based on young adult novel",It's Kind of a Funny Story,13.143045,Focus Features,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-06,6491240,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes what's in your head isn't as crazy as you think.,It's Kind of a Funny Story,6.9,672
0,"barbarian, underwater, trapped, sea monster, woman director",The Secret of Kells,10.621353,"Gébéka Films, Cartoon Saloon","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2009-02-09,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Turn the darkness into light,The Secret of Kells,7.3,181
8000000,"indian territory, beach, stetson, san fernando valley, strange person",Down in the Valley,7.433574,Class 5 Films,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-05-13,852872,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Sometimes it's hard to find your way.,Down in the Valley,5.9,63
8000000,"vororte, black humor, satire, dark comedy, gore, decapitation, spoof, zombie, canuxploitation",Fido,5.244518,"Lions Gate Films, Astral Media, Anagram Pictures Inc.","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2006-09-07,426224,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Good dead are hard to find,Fido,6.6,135
8000000,"london england, mother, robbery, detective, assassin, hitman, insomnia, apprentice, remake, revenge, murder, gangster, crime, art, surveillance",Wild Target,10.791954,"Matador Pictures, Isle of Man Film, Magic Light Pictures, CinemaNX, Cinema Four, Regent Capital, Entertainment Film Distributors","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010-06-17,3453043,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They said 'Take her out'. He got the wrong idea.,Wild Target,6.4,215
8000000,"saving the world, total destruction, megacity, street gang, underground, general, stadium, experiment, atomic bomb, mutation, dystopia, army, cyberpunk, anime, motorcycle gangs",アキラ,39.338097,"Bandai Visual Company, Toho Company, Mainichi Broadcasting System (MBS), Kodansha, Tokyo Movie Shinsha (TMS), TMS Entertainment, Akira Committee Company Ltd., Sumitomo Corporation","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1988-07-16,553171,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,7.8,773
0,"london england, flower shop, homosexuality, lesbian, lgbt",Imagine Me & You,9.100352,"BBC Films, Filmstiftung Nordrhein-Westfalen, X-Filme Creative Pool, Ealing Studios, Fragile Films, Focus Features, RTL, Cougar Films Ltd., Minotaur Film Partnership No. 3","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-01,2455831,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There goes the bride.,Imagine Me & You,7.0,177
7800000,"london england, female nudity, women, countryside, based on novel, subway, provence, country house, writing, innkeeper, generations confilct, dying and death, daughter, swimming pool, murder, suspense, author, drug",Swimming Pool,11.000654,"France 2 Cinéma, Canal Plus, Fidélité Productions, Gimages, FOZ, Headforce Ltd.","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2003-05-18,22441323,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"On the surface, all is calm",Swimming Pool,6.4,153
7500000,"adolescence, age difference, self-discovery, coming of age, love affair, youth, family, woman director, teaching the ways of the world, parents and children, love and romance, teenage life",An Education,16.990308,BBC Films,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-29,26096852,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An education isn't always by the book.,An Education,6.8,409
7500000,,The Work and the Glory,0.571663,,[],2004-11-24,3347647,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One Man....A Remarkable Vision; One Family....A Desperate Struggle,The Work and the Glory,6.1,7
8000000,"infidelity, con man, thief, independent film, business, manufacturing, industrial accident, duringcreditsstinger, sexless marriage, misfortune",Extract,14.652342,Miramax Films,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-03,10848783,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sticking it to the man has never looked so good.,Extract,5.7,192
8000000,"butler, dublin, maid",Albert Nobbs,7.802245,Chrysalis Films,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2011-12-21,5634828,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A man with a secret. A woman with a dream.,Albert Nobbs,6.2,132
0,"basement, hole, little brother",The Hole,9.983004,"Bold Films, BenderSpink","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-09,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What Are You So Afraid Of?,The Hole,5.6,244
7500000,"dictator, trainer, classroom, fascism, group dynamics, education, national socialism, training, squatter, anarchist, group, gymnasium, learning and teaching, violence in schools, homepage, social experiment",Die Welle,25.281197,Constantin Film Produktion,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-03-11,19000000,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Evil is something that you learn,The Wave,7.5,841
7000000,model,The Neon Demon,38.150787,"Bold Films, Amazon Studios, Vendian Entertainment, Space Rocket Nation","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-08,1333124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beauty is vicious.,The Neon Demon,6.4,887
7500000,"sexuality, becoming an adult, puberty, first time, oscar award, pregnancy and birth, pregnant minor, precocity, partnership, teenager, teenage pregnancy",Juno,19.782725,"Fox Searchlight Pictures, Mandate Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-05,231411584,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy about growing up... and the bumps along the way.,Juno,7.0,2244
7200000,"spy, fight, secret organization, satellite, secret agent, plastic surgery, smuggling, murder, extortion, violence, millionaire, fingerprints, dirt bike, woman drowned, casino owner, old woman murdered, high dive, gender disguise, aftercreditsstinger, master villain",Diamonds Are Forever,34.634181,"United Artists, Eon Productions, Danjaq","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1971-12-13,116019547,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The man who made 007 a household number,Diamonds Are Forever,6.3,553
6000000,"italy, love at first sight, loss of father, patriarch, organized crime, mafia, lawyer, italian american, crime family, rise to power, mob boss, 1940s",The Godfather,143.659698,"Paramount Pictures, Alfran Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1972-03-14,245066411,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,An offer you can't refuse.,The Godfather,8.4,5893
7500000,"date, sex, jealousy, fight, architect, gallery, interview, sister, party, love, friends, fate, los angeles, summer, ikea, year, heartache",(500) Days of Summer,45.610993,"Fox Searchlight Pictures, Watermark, Dune Entertainment III","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-17,60722734,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,It was almost like falling in love.,(500) Days of Summer,7.2,2904
