film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Director,Star1,Star2,Star3,Star4,Meta_score,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,oscar_nominations,oscar_wins,best_picture_nom,best_picture_win
The Blind Side,2009.0,129,7.6,293266,255959475,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",John Lee Hancock,Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head,53.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,1,1,0
The Visitor,2007.0,104,7.6,41544,9422422,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,Tom McCarthy,Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass,79.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Seven Pounds,2008.0,123,7.6,286770,69951824,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Gabriele Muccino,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy,36.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Eastern Promises,2007.0,100,7.6,227760,17114882,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,David Cronenberg,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,Josef Altin,82.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Stardust,2007.0,127,7.6,255036,38634938,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Matthew Vaughn,Charlie Cox,Claire Danes,Sienna Miller,Ian McKellen,66.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Inside Man,2006.0,129,7.6,339757,88513495,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,76.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0
Gone Baby Gone,2007.0,114,7.6,250590,20300218,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,Michelle Monaghan,72.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0
La Vie En Rose,2007.0,140,7.6,82781,10301706,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",Olivier Dahan,Marion Cotillard,Sylvie Testud,Pascal Greggory,Emmanuelle Seigner,66.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,2,0,0
Huo Yuan Jia,2006.0,104,7.6,72863,24633730,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",Ronny Yu,Jet Li,Li Sun,Yong Dong,Yun Qu,70.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Illusionist,2006.0,110,7.6,354728,39868642,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",Neil Burger,Edward Norton,Jessica Biel,Paul Giamatti,Rufus Sewell,68.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2,0,0,0
Harry Potter and the Half-Blood Prince,2009.0,153,7.6,474827,301959197,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,78.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
300,2006.0,117,7.6,732876,210614939,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,52.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Match Point,2005.0,124,7.6,206294,23089926,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",Woody Allen,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,Matthew Goode,72.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0,0,0
Watchmen,2009.0,162,7.6,500799,107509799,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,56.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0
Lord of War,2005.0,122,7.6,294140,24149632,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,Andrew Niccol,Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan,62.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Saw,2004.0,103,7.6,379020,56000369,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",James Wan,Cary Elwes,Leigh Whannell,Danny Glover,Ken Leung,46.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0,0,0,0
"Synecdoche, New York",2008.0,124,7.6,83158,3081925,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Michelle Williams,Catherine Keener,67.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Mysterious Skin,2004.0,105,7.6,65939,697181,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,Chase Ellison,73.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Jeux d'enfants,2003.0,93,7.6,67360,548707,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",Yann Samuell,Guillaume Canet,Marion Cotillard,Thibault Verhaeghe,Joséphine Lebas-Joly,45.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0
Un long dimanche de fiançailles,2004.0,133,7.6,70925,6167817,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Dominique Pinon,76.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0,0,0,0
The Station Agent,2003.0,89,7.6,67370,5739376,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",Tom McCarthy,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin,81.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
21 Grams,2003.0,124,7.6,224545,16290476,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",Alejandro G. Iñárritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,70.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,0,0,0
Boksuneun naui geot,2002.0,129,7.6,62659,45289,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",Chan-wook Park,Kang-ho Song,Shin Ha-kyun,Bae Doona,Ji-Eun Lim,56.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0
Finding Neverland,2004.0,106,7.6,198677,51680613,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,67.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7,1,1,0
25th Hour,2002.0,135,7.6,169708,13060843,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,68.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
The Butterfly Effect,2004.0,113,7.6,451479,57938693,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",Eric Bress,J. Mackye Gruber,Ashton Kutcher,Amy Smart,Melora Walters,30.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,0,0
28 Days Later...,2002.0,113,7.6,376853,45064915,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",Danny Boyle,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer,73.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,0,0,0
The Royal Tenenbaums,2001.0,110,7.6,266842,52364010,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,76.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Y tu mamá también,2001.0,106,7.6,115827,13622333,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",Alfonso Cuarón,Maribel Verdú,Gael García Bernal,Daniel Giménez Cacho,Ana López Mercado,88.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0
Harry Potter and the Sorcerer's Stone,2001.0,152,7.6,658185,317575550,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,64.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3,0,0,0
The Others,2001.0,101,7.6,337651,96522687,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann,74.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0,0,0,0
Blow,2001.0,124,7.6,240714,52990775,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",Ted Demme,Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths,52.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0
Enemy at the Gates,2001.0,131,7.6,243729,51401758,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,Jean-Jacques Annaud,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,53.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0,0
